frame 	 x 	 y 	 width 	 height 	 deformation 
1.0 	 92 	 560 	 42.0 	 45.0 	 0.034482758620689655 
2.0 	 92 	 559 	 41.0 	 44.0 	 0.03529411764705882 
3.0 	 92 	 559 	 42.0 	 44.0 	 0.023255813953488372 
4.0 	 92 	 559 	 42.0 	 45.0 	 0.034482758620689655 
5.0 	 92 	 559 	 41.0 	 43.0 	 0.023809523809523808 
6.0 	 93 	 559 	 42.0 	 44.0 	 0.023255813953488372 
7.0 	 93 	 559 	 42.0 	 45.0 	 0.034482758620689655 
8.0 	 93 	 559 	 42.0 	 44.0 	 0.023255813953488372 
9.0 	 93 	 559 	 42.0 	 44.0 	 0.023255813953488372 
10.0 	 93 	 558 	 43.0 	 45.0 	 0.022727272727272728 
11.0 	 93 	 558 	 43.0 	 45.0 	 0.022727272727272728 
12.0 	 93 	 558 	 42.0 	 44.0 	 0.023255813953488372 
13.0 	 93 	 558 	 43.0 	 45.0 	 0.022727272727272728 
14.0 	 93 	 558 	 42.0 	 44.0 	 0.023255813953488372 
15.0 	 93 	 558 	 42.0 	 43.0 	 0.011764705882352941 
16.0 	 93 	 558 	 43.0 	 45.0 	 0.022727272727272728 
17.0 	 93 	 558 	 43.0 	 43.0 	 0.0 
18.0 	 93 	 558 	 43.0 	 43.0 	 0.0 
19.0 	 93 	 557 	 43.0 	 44.0 	 0.011494252873563218 
20.0 	 92 	 556 	 43.0 	 43.0 	 0.0 
21.0 	 92 	 557 	 42.0 	 43.0 	 0.011764705882352941 
22.0 	 93 	 556 	 43.0 	 44.0 	 0.011494252873563218 
23.0 	 93 	 557 	 42.0 	 44.0 	 0.023255813953488372 
24.0 	 93 	 557 	 42.0 	 42.0 	 0.0 
25.0 	 92 	 557 	 43.0 	 45.0 	 0.022727272727272728 
26.0 	 93 	 557 	 42.0 	 45.0 	 0.034482758620689655 
27.0 	 93 	 556 	 42.0 	 43.0 	 0.011764705882352941 
28.0 	 93 	 556 	 43.483123779296875 	 44.4781608581543 	 0.0113122163115131 
29.0 	 93 	 556 	 43.0 	 45.0 	 0.022727272727272728 
30.0 	 93 	 556 	 42.0 	 43.0 	 0.011764705882352941 
31.0 	 93 	 556 	 42.0 	 44.0 	 0.023255813953488372 
32.0 	 93 	 556 	 42.0 	 45.0 	 0.034482758620689655 
33.0 	 93 	 555 	 41.0 	 43.0 	 0.023809523809523808 
34.0 	 93 	 555 	 42.0 	 44.0 	 0.023255813953488372 
35.0 	 93 	 555 	 42.0 	 44.0 	 0.023255813953488372 
36.0 	 93 	 555 	 42.0 	 43.0 	 0.011764705882352941 
37.0 	 94 	 555 	 42.0 	 44.0 	 0.023255813953488372 
38.0 	 93 	 555 	 43.0 	 46.0 	 0.033707865168539325 
39.0 	 94 	 555 	 41.0 	 44.0 	 0.03529411764705882 
40.0 	 94 	 555 	 42.0 	 44.0 	 0.023255813953488372 
41.0 	 94 	 554 	 43.0 	 46.0 	 0.033707865168539325 
42.0 	 94 	 554 	 42.0 	 43.0 	 0.011764705882352941 
43.0 	 94 	 554 	 42.0 	 43.0 	 0.011764705882352941 
44.0 	 94 	 554 	 43.0 	 44.0 	 0.011494252873563218 
45.0 	 94 	 554 	 42.0 	 44.0 	 0.023255813953488372 
46.0 	 94 	 554 	 42.0 	 43.0 	 0.011764705882352941 
47.0 	 94 	 553 	 43.0 	 45.0 	 0.022727272727272728 
48.0 	 94 	 554 	 43.0 	 44.0 	 0.011494252873563218 
49.0 	 94 	 553 	 42.0 	 43.0 	 0.011764705882352941 
50.0 	 94 	 553 	 43.0 	 45.0 	 0.022727272727272728 
51.0 	 94 	 553 	 42.0 	 45.0 	 0.034482758620689655 
52.0 	 94 	 553 	 42.0 	 43.0 	 0.011764705882352941 
53.0 	 94 	 553 	 43.0 	 45.0 	 0.022727272727272728 
54.0 	 94 	 553 	 43.0 	 45.0 	 0.022727272727272728 
55.0 	 94 	 553 	 41.0 	 43.0 	 0.023809523809523808 
56.0 	 94 	 552 	 42.0 	 44.0 	 0.023255813953488372 
57.0 	 94 	 552 	 43.0 	 44.0 	 0.011494252873563218 
58.0 	 94 	 552 	 42.0 	 43.0 	 0.011764705882352941 
59.0 	 94 	 552 	 42.0 	 44.0 	 0.023255813953488372 
60.0 	 94 	 552 	 42.0 	 44.0 	 0.023255813953488372 
61.0 	 94 	 552 	 43.0 	 44.0 	 0.011494252873563218 
62.0 	 94 	 552 	 43.0 	 44.0 	 0.011494252873563218 
63.0 	 94 	 552 	 43.0 	 45.0 	 0.022727272727272728 
64.0 	 94 	 551 	 43.0 	 43.0 	 0.0 
65.0 	 94 	 551 	 43.0 	 44.0 	 0.011494252873563218 
66.0 	 94 	 551 	 43.0 	 46.0 	 0.033707865168539325 
67.0 	 94 	 551 	 43.0 	 44.0 	 0.011494252873563218 
68.0 	 94 	 551 	 44.0 	 44.0 	 0.0 
69.0 	 94 	 551 	 44.0 	 45.0 	 0.011235955056179775 
70.0 	 94 	 551 	 44.0 	 44.0 	 0.0 
71.0 	 94 	 551 	 43.0 	 42.0 	 0.011764705882352941 
72.0 	 94 	 551 	 43.0 	 45.0 	 0.022727272727272728 
