frame 	 x 	 y 	 width 	 height 	 deformation 
1.0 	 53 	 563 	 42.0 	 40.0 	 0.024390243902439025 
2.0 	 54 	 563 	 43.0 	 42.0 	 0.011764705882352941 
3.0 	 53 	 563 	 44.0 	 43.0 	 0.011494252873563218 
4.0 	 54 	 563 	 41.0 	 41.0 	 0.0 
5.0 	 54 	 563 	 43.0 	 42.0 	 0.011764705882352941 
6.0 	 53 	 563 	 43.0 	 44.0 	 0.011494252873563218 
7.0 	 53 	 563 	 41.0 	 41.0 	 0.0 
8.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
9.0 	 53 	 563 	 44.0 	 44.0 	 0.0 
10.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
11.0 	 54 	 563 	 43.0 	 43.0 	 0.0 
12.0 	 54 	 563 	 44.0 	 44.0 	 0.0 
13.0 	 54 	 563 	 42.0 	 43.0 	 0.011764705882352941 
14.0 	 54 	 563 	 42.0 	 43.0 	 0.011764705882352941 
15.0 	 54 	 563 	 43.0 	 44.0 	 0.011494252873563218 
16.0 	 54 	 563 	 42.0 	 43.0 	 0.011764705882352941 
17.0 	 54 	 563 	 42.0 	 41.0 	 0.012048192771084338 
18.0 	 54 	 563 	 43.0 	 44.0 	 0.011494252873563218 
19.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
20.0 	 54 	 563 	 42.0 	 41.0 	 0.012048192771084338 
21.0 	 54 	 563 	 43.0 	 44.0 	 0.011494252873563218 
22.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
23.0 	 54 	 563 	 41.0 	 40.0 	 0.012345679012345678 
24.0 	 54 	 563 	 43.0 	 44.0 	 0.011494252873563218 
25.0 	 54 	 563 	 42.0 	 43.0 	 0.011764705882352941 
26.0 	 54 	 563 	 41.0 	 41.0 	 0.0 
27.0 	 54 	 563 	 43.0 	 43.0 	 0.0 
28.0 	 54 	 563 	 43.0 	 44.0 	 0.011494252873563218 
29.0 	 54 	 563 	 41.0 	 41.0 	 0.0 
30.0 	 54 	 563 	 43.0 	 43.0 	 0.0 
31.0 	 54 	 563 	 44.0 	 45.0 	 0.011235955056179775 
32.0 	 55 	 563 	 41.0 	 43.0 	 0.023809523809523808 
33.0 	 55 	 563 	 43.0 	 43.0 	 0.0 
34.0 	 54 	 563 	 44.0 	 43.0 	 0.011494252873563218 
35.0 	 54 	 563 	 42.0 	 41.0 	 0.012048192771084338 
36.0 	 54 	 563 	 43.0 	 43.0 	 0.0 
37.0 	 54 	 563 	 42.0 	 43.0 	 0.011764705882352941 
38.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
39.0 	 54 	 563 	 42.0 	 42.0 	 0.0 
40.0 	 55 	 563 	 43.0 	 43.0 	 0.0 
41.0 	 54 	 563 	 41.0 	 43.0 	 0.023809523809523808 
42.0 	 54 	 563 	 41.0 	 42.0 	 0.012048192771084338 
43.0 	 55 	 563 	 44.0 	 44.0 	 0.0 
44.0 	 55 	 563 	 41.0 	 43.0 	 0.023809523809523808 
45.0 	 55 	 563 	 41.0 	 42.0 	 0.012048192771084338 
46.0 	 55 	 563 	 44.0 	 43.0 	 0.011494252873563218 
47.0 	 55 	 563 	 43.0 	 42.0 	 0.011764705882352941 
48.0 	 55 	 563 	 41.0 	 42.0 	 0.012048192771084338 
49.0 	 55 	 563 	 43.0 	 43.0 	 0.0 
50.0 	 56 	 563 	 43.0 	 43.0 	 0.0 
51.0 	 56 	 563 	 41.0 	 41.0 	 0.0 
52.0 	 56 	 563 	 44.0 	 43.0 	 0.011494252873563218 
53.0 	 57 	 563 	 44.0 	 43.0 	 0.011494252873563218 
54.0 	 58 	 563 	 41.0 	 42.0 	 0.012048192771084338 
55.0 	 58 	 563 	 43.0 	 43.0 	 0.0 
56.0 	 59 	 563 	 43.0 	 44.0 	 0.011494252873563218 
57.0 	 61 	 563 	 41.0 	 41.0 	 0.0 
58.0 	 61 	 563 	 43.0 	 42.0 	 0.011764705882352941 
59.0 	 62 	 563 	 43.0 	 42.0 	 0.011764705882352941 
60.0 	 63 	 563 	 41.0 	 42.0 	 0.012048192771084338 
61.0 	 64 	 563 	 41.0 	 42.0 	 0.012048192771084338 
62.0 	 65 	 563 	 43.0 	 42.0 	 0.011764705882352941 
63.0 	 67 	 563 	 41.0 	 41.0 	 0.0 
64.0 	 68 	 563 	 42.0 	 42.0 	 0.0 
65.0 	 69 	 563 	 42.0 	 42.0 	 0.0 
66.0 	 70 	 563 	 41.0 	 42.0 	 0.012048192771084338 
67.0 	 72 	 563 	 41.0 	 41.0 	 0.0 
68.0 	 73 	 563 	 43.0 	 42.0 	 0.011764705882352941 
69.0 	 74 	 563 	 41.0 	 42.0 	 0.012048192771084338 
70.0 	 76 	 563 	 41.0 	 43.0 	 0.023809523809523808 
71.0 	 77 	 563 	 41.0 	 44.0 	 0.03529411764705882 
72.0 	 78 	 563 	 41.0 	 43.0 	 0.023809523809523808 
73.0 	 79 	 563 	 40.0 	 43.0 	 0.03614457831325301 
74.0 	 81 	 563 	 41.0 	 44.0 	 0.03529411764705882 
75.0 	 82 	 563 	 41.0 	 43.0 	 0.023809523809523808 
76.0 	 84 	 563 	 41.0 	 42.0 	 0.012048192771084338 
77.0 	 85 	 563 	 42.0 	 43.0 	 0.011764705882352941 
78.0 	 86 	 563 	 44.0 	 42.0 	 0.023255813953488372 
79.0 	 88 	 563 	 41.0 	 42.0 	 0.012048192771084338 
80.0 	 89 	 563 	 41.0 	 44.0 	 0.03529411764705882 
81.0 	 91 	 563 	 41.0 	 44.0 	 0.03529411764705882 
82.0 	 93 	 563 	 40.0 	 42.0 	 0.024390243902439025 
83.0 	 94 	 563 	 41.0 	 45.0 	 0.046511627906976744 
84.0 	 96 	 563 	 41.0 	 44.0 	 0.03529411764705882 
85.0 	 98 	 563 	 39.0 	 43.0 	 0.04878048780487805 
86.0 	 99 	 563 	 40.0 	 44.0 	 0.047619047619047616 
87.0 	 100 	 563 	 40.0 	 44.0 	 0.047619047619047616 
88.0 	 102 	 563 	 39.0 	 43.0 	 0.04878048780487805 
89.0 	 104 	 563 	 40.0 	 45.0 	 0.058823529411764705 
90.0 	 106 	 563 	 40.0 	 44.0 	 0.047619047619047616 
91.0 	 108 	 563 	 40.0 	 43.0 	 0.03614457831325301 
92.0 	 109 	 563 	 40.0 	 44.0 	 0.047619047619047616 
93.0 	 111 	 563 	 40.0 	 45.0 	 0.058823529411764705 
94.0 	 113 	 563 	 40.0 	 44.0 	 0.047619047619047616 
95.0 	 114 	 563 	 40.0 	 45.0 	 0.058823529411764705 
96.0 	 116 	 563 	 40.0 	 45.0 	 0.058823529411764705 
97.0 	 118 	 563 	 39.0 	 44.0 	 0.060240963855421686 
98.0 	 120 	 563 	 39.0 	 46.0 	 0.08235294117647059 
99.0 	 121 	 563 	 39.0 	 46.0 	 0.08235294117647059 
100.0 	 123 	 563 	 39.0 	 44.0 	 0.060240963855421686 
101.0 	 125 	 563 	 39.0 	 45.0 	 0.07142857142857142 
102.0 	 127 	 563 	 39.0 	 47.0 	 0.09302325581395349 
103.0 	 129 	 563 	 39.0 	 45.0 	 0.07142857142857142 
104.0 	 130 	 563 	 39.0 	 46.0 	 0.08235294117647059 
105.0 	 132 	 563 	 39.0 	 46.0 	 0.08235294117647059 
106.0 	 133 	 563 	 39.0 	 45.0 	 0.07142857142857142 
107.0 	 136 	 563 	 39.0 	 44.0 	 0.060240963855421686 
108.0 	 137 	 563 	 39.0 	 46.0 	 0.08235294117647059 
109.0 	 139 	 563 	 39.0 	 45.0 	 0.07142857142857142 
110.0 	 141 	 563 	 38.0 	 44.0 	 0.07317073170731707 
111.0 	 143 	 564 	 39.0 	 46.0 	 0.08235294117647059 
112.0 	 144 	 563 	 39.0 	 45.0 	 0.07142857142857142 
113.0 	 147 	 563 	 38.0 	 46.0 	 0.09523809523809523 
114.0 	 149 	 563 	 40.0 	 47.0 	 0.08045977011494253 
115.0 	 150 	 563 	 40.0 	 48.0 	 0.09090909090909091 
116.0 	 153 	 564 	 38.0 	 46.0 	 0.09523809523809523 
117.0 	 154 	 564 	 39.0 	 47.0 	 0.09302325581395349 
118.0 	 156 	 564 	 39.0 	 47.0 	 0.09302325581395349 
119.0 	 158 	 564 	 38.0 	 46.0 	 0.09523809523809523 
120.0 	 160 	 563 	 39.0 	 47.0 	 0.09302325581395349 
121.0 	 162 	 564 	 38.0 	 47.0 	 0.10588235294117647 
122.0 	 164 	 563 	 37.0 	 46.0 	 0.10843373493975904 
123.0 	 166 	 563 	 38.0 	 47.0 	 0.10588235294117647 
124.0 	 168 	 564 	 37.0 	 49.0 	 0.13953488372093023 
125.0 	 170 	 564 	 37.0 	 47.0 	 0.11904761904761904 
126.0 	 172 	 564 	 38.0 	 47.0 	 0.10588235294117647 
127.0 	 174 	 564 	 39.0 	 48.0 	 0.10344827586206896 
128.0 	 176 	 564 	 38.0 	 47.0 	 0.10588235294117647 
129.0 	 179 	 564 	 38.0 	 47.0 	 0.10588235294117647 
130.0 	 180 	 564 	 38.0 	 48.0 	 0.11627906976744186 
131.0 	 182 	 564 	 38.0 	 47.0 	 0.10588235294117647 
132.0 	 184 	 563 	 38.0 	 47.0 	 0.10588235294117647 
133.0 	 186 	 564 	 39.0 	 49.0 	 0.11363636363636363 
134.0 	 188 	 563 	 38.0 	 47.0 	 0.10588235294117647 
135.0 	 190 	 564 	 38.0 	 47.0 	 0.10588235294117647 
136.0 	 192 	 564 	 38.0 	 49.0 	 0.12643678160919541 
137.0 	 194 	 564 	 39.0 	 47.0 	 0.09302325581395349 
138.0 	 196 	 563 	 39.0 	 47.0 	 0.09302325581395349 
139.0 	 198 	 564 	 38.0 	 49.0 	 0.12643678160919541 
140.0 	 201 	 564 	 38.0 	 48.0 	 0.11627906976744186 
141.0 	 203 	 564 	 37.0 	 48.0 	 0.12941176470588237 
142.0 	 205 	 564 	 38.0 	 49.0 	 0.12643678160919541 
143.0 	 207 	 564 	 38.0 	 49.0 	 0.12643678160919541 
144.0 	 209 	 563 	 37.0 	 48.0 	 0.12941176470588237 
