frame 	 x 	 y 	 width 	 height 	 deformation 
1.0 	 52 	 566 	 47.0 	 52.0 	 0.050505050505050504 
2.0 	 51 	 566 	 48.0 	 52.0 	 0.04 
3.0 	 52 	 566 	 46.0 	 51.0 	 0.05154639175257732 
4.0 	 52 	 566 	 47.0 	 53.0 	 0.06 
5.0 	 51 	 566 	 48.0 	 52.0 	 0.04 
6.0 	 52 	 566 	 47.0 	 51.0 	 0.04081632653061224 
7.0 	 51 	 566 	 47.0 	 51.0 	 0.04081632653061224 
8.0 	 52 	 566 	 49.0 	 53.0 	 0.0392156862745098 
9.0 	 51 	 566 	 48.0 	 51.0 	 0.030303030303030304 
10.0 	 52 	 566 	 47.0 	 50.0 	 0.030927835051546393 
11.0 	 52 	 565 	 48.0 	 52.0 	 0.04 
12.0 	 51 	 566 	 48.0 	 51.0 	 0.030303030303030304 
13.0 	 52 	 566 	 47.0 	 51.0 	 0.04081632653061224 
14.0 	 52 	 565 	 48.0 	 53.0 	 0.04950495049504951 
15.0 	 51 	 565 	 48.0 	 51.0 	 0.030303030303030304 
16.0 	 52 	 566 	 47.0 	 50.0 	 0.030927835051546393 
17.0 	 52 	 566 	 49.0 	 52.0 	 0.0297029702970297 
18.0 	 52 	 566 	 49.0 	 51.0 	 0.02 
19.0 	 52 	 566 	 47.0 	 50.0 	 0.030927835051546393 
20.0 	 52 	 565 	 48.0 	 51.0 	 0.030303030303030304 
21.0 	 52 	 565 	 51.0 	 48.0 	 0.030303030303030304 
22.0 	 52 	 566 	 47.0 	 51.0 	 0.04081632653061224 
23.0 	 52 	 566 	 49.0 	 52.0 	 0.0297029702970297 
24.0 	 52 	 566 	 49.0 	 52.0 	 0.0297029702970297 
25.0 	 52 	 566 	 47.0 	 52.0 	 0.050505050505050504 
26.0 	 52 	 565 	 47.0 	 52.0 	 0.050505050505050504 
27.0 	 52 	 566 	 48.0 	 52.0 	 0.04 
28.0 	 52 	 566 	 47.80677032470703 	 51.44036865234375 	 0.036611617877236005 
29.0 	 52 	 566 	 48.0 	 52.0 	 0.04 
30.0 	 52 	 566 	 48.0 	 52.0 	 0.04 
