frame 	 x 	 y 	 width 	 height 	 deformation 
1.0 	 96 	 569 	 46.0 	 52.0 	 0.061224489795918366 
2.0 	 95 	 569 	 46.0 	 51.0 	 0.05154639175257732 
3.0 	 95 	 569 	 46.0 	 52.0 	 0.061224489795918366 
4.0 	 96 	 569 	 46.0 	 53.0 	 0.0707070707070707 
5.0 	 96 	 569 	 46.0 	 51.0 	 0.05154639175257732 
6.0 	 96 	 569 	 47.0 	 52.0 	 0.050505050505050504 
7.0 	 96 	 569 	 47.0 	 53.0 	 0.06 
8.0 	 96 	 569 	 47.0 	 52.0 	 0.050505050505050504 
9.0 	 96 	 569 	 47.0 	 52.0 	 0.050505050505050504 
10.0 	 96 	 569 	 47.0 	 53.0 	 0.06 
11.0 	 96 	 569 	 46.0 	 52.0 	 0.061224489795918366 
12.0 	 96 	 569 	 47.0 	 53.0 	 0.06 
13.0 	 97 	 569 	 47.0 	 53.0 	 0.06 
14.0 	 97 	 569 	 46.0 	 51.0 	 0.05154639175257732 
15.0 	 97 	 569 	 46.0 	 53.0 	 0.0707070707070707 
16.0 	 97 	 569 	 46.0 	 53.0 	 0.0707070707070707 
17.0 	 97 	 569 	 46.0 	 51.0 	 0.05154639175257732 
18.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
19.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
20.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
21.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
22.0 	 97 	 569 	 47.0 	 52.0 	 0.050505050505050504 
23.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
24.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
25.0 	 97 	 569 	 47.0 	 52.0 	 0.050505050505050504 
26.0 	 97 	 569 	 47.0 	 52.0 	 0.050505050505050504 
27.0 	 97 	 569 	 47.0 	 51.0 	 0.04081632653061224 
28.0 	 97 	 569 	 48.0 	 52.0 	 0.04 
29.0 	 97 	 569 	 48.0 	 52.0 	 0.04 
30.0 	 98 	 569 	 47.0 	 50.0 	 0.030927835051546393 
31.0 	 97 	 569 	 47.0 	 52.0 	 0.050505050505050504 
32.0 	 97 	 569 	 47.0 	 52.0 	 0.050505050505050504 
33.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
34.0 	 97 	 569 	 46.0 	 53.0 	 0.0707070707070707 
35.0 	 97 	 569 	 46.0 	 52.0 	 0.061224489795918366 
36.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
37.0 	 98 	 569 	 47.0 	 51.0 	 0.04081632653061224 
38.0 	 98 	 569 	 47.0 	 51.0 	 0.04081632653061224 
39.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
40.0 	 98 	 569 	 47.0 	 52.0 	 0.050505050505050504 
41.0 	 98 	 569 	 47.0 	 51.0 	 0.04081632653061224 
42.0 	 98 	 569 	 47.0 	 50.0 	 0.030927835051546393 
43.0 	 98 	 569 	 46.0 	 52.0 	 0.061224489795918366 
44.0 	 98 	 569 	 46.0 	 52.0 	 0.061224489795918366 
45.0 	 98 	 569 	 47.0 	 50.0 	 0.030927835051546393 
46.0 	 98 	 569 	 46.0 	 52.0 	 0.061224489795918366 
47.0 	 98 	 569 	 46.0 	 52.0 	 0.061224489795918366 
48.0 	 98 	 569 	 47.0 	 51.0 	 0.04081632653061224 
49.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
50.0 	 98 	 569 	 46.0 	 52.0 	 0.061224489795918366 
51.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
52.0 	 98 	 569 	 46.0 	 51.0 	 0.05154639175257732 
53.0 	 98 	 569 	 47.0 	 51.0 	 0.04081632653061224 
54.0 	 98 	 569 	 47.0 	 52.0 	 0.050505050505050504 
55.0 	 98 	 569 	 47.0 	 52.0 	 0.050505050505050504 
56.0 	 98 	 569 	 53.0 	 47.0 	 0.06 
57.0 	 98 	 569 	 51.0 	 47.0 	 0.04081632653061224 
58.0 	 99 	 569 	 46.0 	 51.0 	 0.05154639175257732 
59.0 	 98 	 569 	 46.0 	 53.0 	 0.0707070707070707 
60.0 	 99 	 569 	 46.0 	 52.0 	 0.061224489795918366 
61.0 	 99 	 569 	 46.0 	 51.0 	 0.05154639175257732 
62.0 	 99 	 569 	 47.0 	 52.0 	 0.050505050505050504 
63.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
64.0 	 99 	 569 	 46.0 	 51.0 	 0.05154639175257732 
65.0 	 99 	 569 	 47.0 	 52.0 	 0.050505050505050504 
66.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
67.0 	 99 	 569 	 46.0 	 50.0 	 0.041666666666666664 
68.0 	 99 	 569 	 47.0 	 52.0 	 0.050505050505050504 
69.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
70.0 	 99 	 569 	 46.0 	 51.0 	 0.05154639175257732 
71.0 	 99 	 569 	 47.0 	 52.0 	 0.050505050505050504 
72.0 	 99 	 569 	 47.0 	 52.0 	 0.050505050505050504 
73.0 	 99 	 569 	 47.0 	 50.0 	 0.030927835051546393 
74.0 	 99 	 569 	 46.0 	 51.0 	 0.05154639175257732 
75.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
76.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
77.0 	 99 	 569 	 47.0 	 51.0 	 0.04081632653061224 
78.0 	 100 	 569 	 47.0 	 52.0 	 0.050505050505050504 
79.0 	 100 	 569 	 48.0 	 50.0 	 0.02040816326530612 
80.0 	 100 	 569 	 48.0 	 50.0 	 0.02040816326530612 
81.0 	 100 	 569 	 47.0 	 51.0 	 0.04081632653061224 
82.0 	 101 	 569 	 48.0 	 50.0 	 0.02040816326530612 
83.0 	 101 	 569 	 46.0 	 49.0 	 0.031578947368421054 
84.0 	 101 	 569 	 47.0 	 50.0 	 0.030927835051546393 
85.0 	 102 	 569 	 46.0 	 51.0 	 0.05154639175257732 
86.0 	 102 	 569 	 46.0 	 50.0 	 0.041666666666666664 
87.0 	 103 	 569 	 46.0 	 50.0 	 0.041666666666666664 
88.0 	 104 	 569 	 46.0 	 50.0 	 0.041666666666666664 
89.0 	 105 	 569 	 47.0 	 50.0 	 0.030927835051546393 
90.0 	 106 	 569 	 47.0 	 52.0 	 0.050505050505050504 
91.0 	 107 	 569 	 47.0 	 52.0 	 0.050505050505050504 
92.0 	 109 	 569 	 46.0 	 50.0 	 0.041666666666666664 
93.0 	 111 	 569 	 46.0 	 51.0 	 0.05154639175257732 
94.0 	 112 	 569 	 46.0 	 51.0 	 0.05154639175257732 
95.0 	 114 	 569 	 47.0 	 51.0 	 0.04081632653061224 
96.0 	 115 	 569 	 46.0 	 51.0 	 0.05154639175257732 
97.0 	 117 	 569 	 46.0 	 51.0 	 0.05154639175257732 
98.0 	 118 	 569 	 45.0 	 50.0 	 0.05263157894736842 
99.0 	 120 	 569 	 45.0 	 51.0 	 0.0625 
100.0 	 121 	 569 	 45.0 	 52.0 	 0.07216494845360824 
101.0 	 123 	 569 	 45.0 	 51.0 	 0.0625 
102.0 	 125 	 569 	 45.0 	 53.0 	 0.08163265306122448 
103.0 	 126 	 569 	 45.0 	 53.0 	 0.08163265306122448 
104.0 	 128 	 569 	 45.0 	 52.0 	 0.07216494845360824 
105.0 	 129 	 569 	 45.0 	 51.0 	 0.0625 
106.0 	 131 	 569 	 46.0 	 53.0 	 0.0707070707070707 
107.0 	 133 	 569 	 45.0 	 52.0 	 0.07216494845360824 
108.0 	 135 	 569 	 45.0 	 52.0 	 0.07216494845360824 
109.0 	 136 	 569 	 44.0 	 52.0 	 0.08333333333333333 
110.0 	 138 	 569 	 43.0 	 52.0 	 0.09473684210526316 
111.0 	 140 	 569 	 43.0 	 52.0 	 0.09473684210526316 
112.0 	 142 	 569 	 44.0 	 53.0 	 0.09278350515463918 
113.0 	 143 	 569 	 44.0 	 53.0 	 0.09278350515463918 
114.0 	 146 	 569 	 53.0 	 43.0 	 0.10416666666666667 
115.0 	 148 	 569 	 43.0 	 54.0 	 0.1134020618556701 
116.0 	 149 	 569 	 43.0 	 55.0 	 0.12244897959183673 
117.0 	 151 	 569 	 42.0 	 54.0 	 0.125 
118.0 	 153 	 569 	 42.0 	 55.0 	 0.13402061855670103 
119.0 	 155 	 569 	 43.0 	 56.0 	 0.13131313131313133 
120.0 	 157 	 569 	 42.0 	 55.0 	 0.13402061855670103 
121.0 	 159 	 569 	 42.0 	 55.0 	 0.13402061855670103 
122.0 	 161 	 569 	 42.0 	 55.0 	 0.13402061855670103 
123.0 	 163 	 569 	 42.0 	 55.0 	 0.13402061855670103 
124.0 	 165 	 569 	 42.0 	 56.0 	 0.14285714285714285 
125.0 	 166 	 569 	 42.0 	 57.0 	 0.15151515151515152 
126.0 	 168 	 569 	 42.0 	 56.0 	 0.14285714285714285 
127.0 	 170 	 569 	 43.0 	 57.0 	 0.14 
128.0 	 172 	 569 	 42.0 	 58.0 	 0.16 
129.0 	 174 	 569 	 41.0 	 56.0 	 0.15463917525773196 
130.0 	 176 	 569 	 41.0 	 56.0 	 0.15463917525773196 
131.0 	 178 	 569 	 42.0 	 58.0 	 0.16 
132.0 	 180 	 569 	 42.0 	 56.0 	 0.14285714285714285 
133.0 	 182 	 569 	 41.0 	 56.0 	 0.15463917525773196 
134.0 	 184 	 570 	 41.0 	 57.0 	 0.16326530612244897 
135.0 	 186 	 570 	 41.0 	 57.0 	 0.16326530612244897 
136.0 	 189 	 570 	 41.0 	 57.0 	 0.16326530612244897 
137.0 	 191 	 570 	 41.0 	 58.0 	 0.1717171717171717 
138.0 	 192 	 570 	 41.0 	 59.0 	 0.18 
139.0 	 195 	 570 	 41.0 	 58.0 	 0.1717171717171717 
140.0 	 197 	 570 	 41.0 	 59.0 	 0.18 
141.0 	 198 	 570 	 41.0 	 59.0 	 0.18 
142.0 	 201 	 570 	 41.0 	 58.0 	 0.1717171717171717 
143.0 	 203 	 570 	 41.0 	 60.0 	 0.18811881188118812 
144.0 	 205 	 570 	 41.0 	 60.0 	 0.18811881188118812 
145.0 	 207 	 569 	 41.0 	 59.0 	 0.18 
146.0 	 209 	 569 	 41.0 	 59.0 	 0.18 
147.0 	 211 	 570 	 41.0 	 59.0 	 0.18 
148.0 	 213 	 569 	 41.0 	 58.0 	 0.1717171717171717 
149.0 	 215 	 569 	 41.0 	 60.0 	 0.18811881188118812 
150.0 	 217 	 569 	 41.0 	 60.0 	 0.18811881188118812 
151.0 	 219 	 569 	 41.0 	 59.0 	 0.18 
152.0 	 221 	 570 	 41.0 	 60.0 	 0.18811881188118812 
153.0 	 223 	 570 	 41.0 	 60.0 	 0.18811881188118812 
154.0 	 226 	 570 	 41.0 	 59.0 	 0.18 
155.0 	 228 	 570 	 41.0 	 61.0 	 0.19607843137254902 
156.0 	 230 	 570 	 41.0 	 61.0 	 0.19607843137254902 
157.0 	 232 	 570 	 41.0 	 59.0 	 0.18 
158.0 	 234 	 570 	 41.0 	 60.0 	 0.18811881188118812 
159.0 	 236 	 569 	 41.0 	 61.0 	 0.19607843137254902 
160.0 	 238 	 570 	 41.0 	 61.0 	 0.19607843137254902 
161.0 	 241 	 569 	 41.0 	 61.0 	 0.19607843137254902 
162.0 	 243 	 570 	 41.0 	 61.0 	 0.19607843137254902 
163.0 	 245 	 569 	 41.0 	 61.0 	 0.19607843137254902 
164.0 	 247 	 569 	 41.0 	 60.0 	 0.18811881188118812 
165.0 	 249 	 569 	 42.0 	 62.0 	 0.19230769230769232 
166.0 	 251 	 570 	 42.0 	 62.0 	 0.19230769230769232 
167.0 	 254 	 569 	 41.0 	 61.0 	 0.19607843137254902 
168.0 	 256 	 570 	 42.0 	 62.0 	 0.19230769230769232 
169.0 	 258 	 570 	 40.0 	 61.0 	 0.2079207920792079 
170.0 	 260 	 570 	 40.0 	 60.0 	 0.2 
171.0 	 262 	 570 	 40.0 	 62.0 	 0.21568627450980393 
172.0 	 265 	 570 	 41.0 	 62.0 	 0.20388349514563106 
173.0 	 267 	 570 	 41.0 	 61.0 	 0.19607843137254902 
174.0 	 269 	 570 	 41.0 	 62.0 	 0.20388349514563106 
175.0 	 271 	 570 	 41.0 	 61.0 	 0.19607843137254902 
176.0 	 273 	 570 	 41.0 	 60.0 	 0.18811881188118812 
177.0 	 275 	 570 	 42.0 	 62.0 	 0.19230769230769232 
178.0 	 277 	 570 	 42.0 	 61.0 	 0.18446601941747573 
179.0 	 280 	 570 	 40.0 	 62.0 	 0.21568627450980393 
180.0 	 282 	 570 	 63.11457443237305 	 40.775333404541016 	 0.2150280185338125 
181.0 	 285 	 570 	 40.0 	 61.0 	 0.2079207920792079 
182.0 	 287 	 570 	 39.0 	 62.0 	 0.22772277227722773 
183.0 	 289 	 570 	 39.0 	 62.0 	 0.22772277227722773 
184.0 	 291 	 570 	 40.0 	 63.0 	 0.22330097087378642 
185.0 	 294 	 570 	 40.0 	 61.0 	 0.2079207920792079 
186.0 	 296 	 570 	 40.0 	 62.0 	 0.21568627450980393 
187.0 	 298 	 570 	 40.0 	 62.0 	 0.21568627450980393 
188.0 	 301 	 570 	 40.0 	 63.0 	 0.22330097087378642 
189.0 	 303 	 570 	 40.0 	 63.0 	 0.22330097087378642 
190.0 	 305 	 570 	 40.0 	 63.0 	 0.22330097087378642 
191.0 	 307 	 570 	 40.0 	 62.0 	 0.21568627450980393 
192.0 	 310 	 570 	 40.0 	 63.0 	 0.22330097087378642 
193.0 	 312 	 570 	 40.0 	 63.0 	 0.22330097087378642 
194.0 	 314 	 570 	 40.0 	 63.0 	 0.22330097087378642 
195.0 	 316 	 570 	 62.0 	 40.0 	 0.21568627450980393 
196.0 	 318 	 570 	 40.0 	 64.0 	 0.23076923076923078 
197.0 	 321 	 570 	 40.0 	 63.0 	 0.22330097087378642 
198.0 	 324 	 570 	 39.0 	 63.0 	 0.23529411764705882 
199.0 	 326 	 570 	 39.0 	 63.0 	 0.23529411764705882 
200.0 	 328 	 570 	 39.0 	 63.0 	 0.23529411764705882 
201.0 	 331 	 570 	 40.0 	 63.0 	 0.22330097087378642 
202.0 	 333 	 570 	 40.0 	 63.0 	 0.22330097087378642 
203.0 	 335 	 570 	 40.0 	 64.0 	 0.23076923076923078 
204.0 	 337 	 570 	 40.0 	 63.0 	 0.22330097087378642 
205.0 	 339 	 570 	 40.0 	 64.0 	 0.23076923076923078 
206.0 	 342 	 570 	 40.0 	 64.0 	 0.23076923076923078 
207.0 	 344 	 570 	 40.0 	 63.0 	 0.22330097087378642 
208.0 	 346 	 570 	 40.0 	 63.0 	 0.22330097087378642 
209.0 	 349 	 570 	 40.0 	 64.0 	 0.23076923076923078 
210.0 	 351 	 570 	 40.0 	 63.0 	 0.22330097087378642 
211.0 	 353 	 570 	 40.0 	 64.0 	 0.23076923076923078 
212.0 	 356 	 570 	 40.0 	 65.0 	 0.23809523809523808 
213.0 	 358 	 570 	 40.0 	 64.0 	 0.23076923076923078 
214.0 	 361 	 570 	 40.0 	 63.0 	 0.22330097087378642 
215.0 	 363 	 570 	 40.0 	 65.0 	 0.23809523809523808 
216.0 	 365 	 570 	 40.0 	 64.0 	 0.23076923076923078 
217.0 	 368 	 570 	 40.0 	 64.0 	 0.23076923076923078 
218.0 	 370 	 570 	 39.0 	 65.0 	 0.25 
219.0 	 373 	 570 	 39.0 	 64.0 	 0.24271844660194175 
220.0 	 376 	 570 	 39.0 	 65.0 	 0.25 
221.0 	 378 	 570 	 40.0 	 65.0 	 0.23809523809523808 
222.0 	 380 	 570 	 40.0 	 64.0 	 0.23076923076923078 
223.0 	 383 	 570 	 40.0 	 64.0 	 0.23076923076923078 
224.0 	 385 	 570 	 40.0 	 64.0 	 0.23076923076923078 
225.0 	 388 	 570 	 40.0 	 65.0 	 0.23809523809523808 
226.0 	 391 	 570 	 39.0 	 64.0 	 0.24271844660194175 
227.0 	 393 	 570 	 39.0 	 65.0 	 0.25 
228.0 	 395 	 570 	 39.0 	 65.0 	 0.25 
229.0 	 398 	 570 	 38.0 	 63.0 	 0.24752475247524752 
230.0 	 400 	 570 	 39.43918228149414 	 64.56710052490234 	 0.24160000305157348 
