frame velocity moving_averages
284.0 4.0 4.072727272727272
285.0 4.0 4.054545454545455
286.0 4.0 4.036363636363636
287.0 4.0 4.036363636363637
288.0 4.0 4.054545454545456
289.0 4.0 4.054545454545456
290.0 4.0 4.072727272727274
291.0 4.0 4.090909090909092
292.0 4.2 4.090909090909092
293.0 4.2 4.090909090909091
294.0 4.2 4.072727272727272
295.0 4.2 4.054545454545454
296.0 4.2 4.036363636363635
297.0 4.0 4.018181818181817
298.0 4.0 3.981818181818181
299.0 3.8 3.9818181818181815
300.0 3.8 3.963636363636364
301.0 3.8 3.9454545454545458
302.0 3.8 3.9272727272727277
303.0 3.8 3.9272727272727277
304.0 4.2 3.909090909090909
305.0 4.0 3.927272727272727
306.0 4.0 3.9454545454545453
307.0 4.0 3.963636363636364
308.0 4.0 3.9818181818181815
309.0 3.8 4.0
310.0 4.0 3.9818181818181815
311.0 4.0 3.9818181818181815
312.0 4.0 3.9818181818181815
313.0 4.0 3.9818181818181815
314.0 4.0 3.9818181818181815
315.0 4.0 4.0
316.0 4.0 4.0
317.0 4.0 4.0
318.0 4.0 4.0181818181818185
319.0 4.0 4.0181818181818185
320.0 4.0 4.036363636363637
321.0 4.0 4.054545454545456
322.0 4.0 4.072727272727274
323.0 4.2 4.072727272727273
324.0 4.0 4.090909090909092
325.0 4.2 4.090909090909091
326.0 4.2 4.090909090909091
327.0 4.2 4.090909090909091
328.0 4.0 4.090909090909091
329.0 4.2 4.072727272727272
330.0 4.0 4.072727272727272
331.0 4.0 4.054545454545455
332.0 4.0 4.036363636363636
333.0 4.0 4.0181818181818185
334.0 4.0 4.036363636363637
335.0 4.0 4.036363636363637
336.0 4.0 4.054545454545456
337.0 4.0 4.072727272727274
338.0 4.0 4.109090909090909
339.0 4.2 4.127272727272728
340.0 4.2 4.1454545454545455
341.0 4.2 4.181818181818182
342.0 4.2 4.218181818181818
343.0 4.4 4.236363636363635
344.0 4.2 4.2727272727272725
345.0 4.2 4.29090909090909
346.0 4.4 4.290909090909091
347.0 4.4 4.309090909090909
348.0 4.2 4.327272727272727
349.0 4.4 4.3090909090909095
350.0 4.4 4.327272727272727
351.0 4.2 4.345454545454545
352.0 4.4 4.327272727272727
353.0 4.4 4.3090909090909095
354.0 4.2 4.327272727272727
355.0 4.4 4.3090909090909095
356.0 4.4 4.290909090909091
357.0 4.2 4.309090909090909
358.0 4.2 4.3090909090909095
359.0 4.4 4.290909090909091
360.0 4.2 4.309090909090909
361.0 4.2 4.309090909090909
362.0 4.4 4.290909090909091
363.0 4.4 4.290909090909091
364.0 4.2 4.3090909090909095
365.0 4.4 4.290909090909092
366.0 4.4 4.290909090909091
367.0 4.2 4.309090909090909
368.0 4.2 4.3090909090909095
369.0 4.4 4.290909090909091
370.0 4.2 4.290909090909091
371.0 4.2 4.290909090909091
372.0 4.4 4.272727272727273
373.0 4.4 4.2727272727272725
374.0 4.2 4.272727272727273
375.0 4.2 4.272727272727273
376.0 4.4 4.272727272727273
377.0 4.2 4.272727272727273
378.0 4.2 4.272727272727273
379.0 4.2 4.2727272727272725
380.0 4.4 4.2727272727272725
381.0 4.2 4.29090909090909
382.0 4.2 4.29090909090909
383.0 4.4 4.309090909090909
384.0 4.4 4.327272727272727
385.0 4.2 4.345454545454545
386.0 4.4 4.327272727272727
387.0 4.4 4.345454545454545
388.0 4.4 4.345454545454545
389.0 4.4 4.327272727272728
390.0 4.4 4.327272727272728
391.0 4.2 4.345454545454546
392.0 4.4 4.345454545454545
393.0 4.2 4.345454545454545
394.0 4.2 4.363636363636363
395.0 4.4 4.363636363636363
396.0 4.4 4.363636363636363
397.0 4.4 4.381818181818182
398.0 4.4 4.381818181818182
399.0 4.6 4.3999999999999995
400.0 4.4 4.418181818181818
401.0 4.4 4.4363636363636365
402.0 4.4 4.4363636363636365
403.0 4.4 4.454545454545454
404.0 4.4 4.454545454545454
405.0 4.4 4.4363636363636365
406.0 4.6 4.4363636363636365
407.0 4.4 4.454545454545454
408.0 4.6 4.454545454545454
409.0 4.4 4.454545454545454
410.0 4.4 4.472727272727273
411.0 4.4 4.472727272727273
412.0 4.6 4.454545454545454
413.0 4.4 4.454545454545454
414.0 4.4 4.4363636363636365
415.0 4.6 4.4363636363636365
416.0 4.4 4.436363636363636
417.0 4.4 4.436363636363636
418.0 4.4 4.418181818181818
419.0 4.4 4.418181818181818
420.0 4.4 4.418181818181818
421.0 4.4 4.3999999999999995
422.0 4.4 4.3999999999999995
423.0 4.4 4.418181818181818
424.0 4.4 4.4363636363636365
425.0 4.4 4.4363636363636365
426.0 4.4 4.454545454545454
427.0 4.4 4.454545454545454
428.0 4.6 4.454545454545454
429.0 4.6 4.454545454545454
430.0 4.4 4.454545454545454
431.0 4.6 4.4363636363636365
432.0 4.4 4.4363636363636365
433.0 4.4 4.418181818181818
434.0 4.4 4.3999999999999995
435.0 4.4 4.381818181818182
436.0 4.2 4.381818181818182
437.0 4.4 4.363636363636363
438.0 4.2 4.363636363636363
439.0 4.4 4.363636363636363
440.0 4.4 4.363636363636363
441.0 4.4 4.363636363636363
442.0 4.4 4.363636363636363
443.0 4.4 4.345454545454546
444.0 4.4 4.345454545454546
445.0 4.4 4.327272727272728
446.0 4.4 4.3090909090909095
447.0 4.2 4.290909090909092
448.0 4.2 4.290909090909091
449.0 4.2 4.272727272727273
450.0 4.2 4.254545454545455
451.0 4.2 4.24
452.0 4.2 4.222222222222223
453.0 4.4 4.225
454.0 4.2 4.228571428571429
455.0 4.2 4.233333333333333
